Accession,Coreceptor
HF679021,CCR5
HF679022,CXCR4
HM068551,CCR5
HM068553,CCR5
HM100716,CCR5
HM179654,CCR5
HM179655,CCR5
HM179656,CCR5
HM179657,CCR5
HM179658,CCR5
HM179659,CCR5
HM179660,CCR5
HM179661,CCR5
HM179662,CCR5
HM179663,CCR5
HM179664,CCR5
HM179665,CCR5
HM179666,CCR5
HM179667,CCR5
HM179668,CCR5
HM179669,CCR5
HM179670,CCR5
HM179671,CCR5
HM179672,CCR5
HM179673,CCR5
HM179674,CCR5
HM179712,CCR5
HM179713,CCR5
HM179714,CCR5
HM179715,CCR5
HM179716,CCR5
HM179717,CCR5
HM179718,CCR5
HM179719,CCR5
HM179720,CCR5
HM179721,CCR5
HM179722,CCR5
HM179723,CCR5
HM179724,CCR5
HM179725,CCR5
HM179726,CCR5
HM179727,CCR5
HM179728,CCR5
HM179729,CCR5
HM179730,CCR5
HM179731,CCR5
HM179732,CCR5
HM179733,CCR5
HM179734,CCR5
HM179735,CCR5
HM179736,CCR5
HM179793,CCR5
HM179794,CCR5
HM179795,CCR5
HM179796,CCR5
HM179797,CCR5
HM179798,CCR5
HM179799,CCR5
HM179800,CCR5
HM179801,CCR5
HM179802,CCR5
HM179803,CCR5
HM179804,CCR5
HM179805,CCR5
HM179806,CCR5
HM179807,CCR5
HM179808,CCR5
HM179809,CCR5
HM179810,CCR5
HM179811,CCR5
HM179812,CCR5
HM179813,CCR5
HM179814,CCR5
HM179815,CCR5
HM179816,CCR5
HM179817,CCR5
HM179818,CCR5
HM179819,CCR5
HM179820,CCR5
HM179821,CCR5
HM179822,CCR5
HM179823,CCR5
HM179824,CCR5
HM179825,CCR5
HM179826,CCR5
HM179827,CCR5
HM179828,CCR5
HM179829,CCR5
HM179830,CCR5
HM179831,CCR5
HM179832,CCR5
HM179833,CCR5
HM179834,CCR5
HM179835,CCR5
HM179836,CCR5
HM179837,CCR5
HM179838,CCR5
HM179839,CCR5
HM179840,CCR5
HM179841,CCR5
HM179842,CCR5
HM179843,CCR5
HM179900,CCR5
HM179901,CCR5
HM179902,CCR5
HM179903,CCR5
HM179904,CCR5
HM179905,CCR5
HM179906,CCR5
HM179907,CCR5
HM179908,CCR5
HM179909,CCR5
HM179910,CCR5
HM179911,CCR5
HM179912,CCR5
HM179913,CCR5
HM179914,CCR5
HM179915,CCR5
HM179916,CCR5
HM179917,CCR5
HM179918,CCR5
HM179919,CCR5
HM179920,CCR5
HM179921,CCR5
HM179922,CCR5
HM179923,CCR5
HM179924,CCR5
HM179925,CCR5
HM179926,CCR5
HM179927,CCR5
HM179928,CCR5
HM179929,CCR5
HM179930,CCR5
HM179931,CCR5
HM179932,CCR5
HM179933,CCR5
HM179934,CCR5
HM179935,CCR5
HM179936,CCR5
HM179937,CCR5
HM179938,CCR5
HM179939,CCR5
HM179940,CCR5
HM179941,CCR5
HM179942,CCR5
HM179943,CCR5
HM179944,CCR5
HM179945,CCR5
HM179946,CCR5
HM179947,CCR5
HM179948,CCR5
HM179949,CCR5
HM179950,CCR5
HM179951,CCR5
HM179952,CCR5
HM179953,CCR5
HM179954,CCR5
HM179955,CCR5
HM215353,CXCR4
HM215357,CCR5
HM215397,CCR5
HM215398,CCR5
HM215399,CCR5
HM215400,CCR5
HM215401,CCR5
HM215402,CCR5
HM215403,CCR5
HM215404,CCR5
HM215405,CCR5
HM215406,CCR5
HM215408,CCR5
HM215410,CCR5
HM215411,CCR5
HM215412,CCR5
HM215413,CCR5
HM215414,CCR5
HM215415,CCR5
HM215417,CCR5
HM215418,CCR5
HM215420,CXCR4
HM215421,CCR5
HM215422,CCR5
HM215423,CCR5
HM215426,CCR5
HM215427,CCR5
HM215428,CCR5
HM239515,CCR5
HM239516,CCR5
HM239517,CCR5
HM239518,CCR5
HM239519,CCR5
HM239520,CCR5
HM239521,CCR5
HM239522,CCR5
HM239523,CCR5
HM239524,CCR5
HM239525,CCR5
HM239526,CCR5
HM239527,CCR5
HM239528,CCR5
HM239529,CCR5
HM239531,CCR5
HM239533,CCR5
HM239534,CCR5
HM239535,CCR5
HM239536,CCR5
HM239538,CCR5
HM239539,CCR5
HM239540,CCR5
HM239541,CCR5
HM239542,CCR5
HM239544,CCR5
HM239545,CCR5
HM239546,CCR5
HM239547,CCR5
HM239548,CCR5
HM239549,CCR5
HM239550,CCR5
HM239551,CCR5
HM239552,CCR5
HM239553,CCR5
HM239554,CCR5
HM239555,CCR5
HM239556,CCR5
HM239557,CCR5
HM239558,CCR5
HM239559,CCR5
HM239560,CCR5
HM239561,CCR5
HM239562,CCR5
HM239563,CCR5
HM239564,CCR5
HM239565,CCR5
HM239566,CCR5
HM239567,CCR5
HM239569,CCR5
HM239570,CCR5
HM239571,CCR5
HM239572,CCR5
HM239573,CCR5
HM239574,CCR5
HM239575,CCR5
HM239576,CCR5
HM239577,CCR5
HM239578,CCR5
HM239579,CCR5
HM239580,CCR5
HM239581,CCR5
HM239582,CCR5
HM239583,CCR5
HM239584,CCR5
HM239585,CCR5
HM239586,CCR5
HM239587,CCR5
HM239588,CCR5
HM239589,CCR5
HM239590,CCR5
HM239591,CCR5
HM239592,CCR5
HM239593,CCR5
HM239594,CCR5
HM239595,CCR5
HM239597,CCR5
HM239598,CCR5
HM239599,CCR5
HM239600,CCR5
HM239601,CCR5
HM239603,CCR5
HM239605,CCR5
HM239606,CCR5
HM239607,CCR5
HM239608,CCR5
HM239609,CCR5
HM239610,CCR5
HM239611,CCR5
HM239612,CCR5
HM239613,CCR5
HM239614,CCR5
HM239616,CCR5
HM239617,CCR5
HM239618,CCR5
HM239619,CCR5
HM239620,CCR5
HM239622,CCR5
HM239623,CCR5
HM239624,CCR5
HM239625,CCR5
HM239626,CCR5
HM239627,CCR5
HM239628,CCR5
HM239629,CCR5
HM239630,CCR5
HM239631,CCR5
HM239633,CCR5
HM239634,CCR5
HM239635,CCR5
HM239636,CCR5
HM239637,CCR5
HM239638,CCR5
HM239639,CCR5
HM246186,CCR5
HM246187,CCR5
HM246188,CCR5
HM246189,CCR5
HM246190,CCR5
HM246191,CCR5
HM246192,CCR5
HM246193,CCR5
HM246194,CCR5
HM246195,CCR5
HM246196,CCR5
HM246197,CCR5
HM246198,CCR5
HM246199,CXCR4
HM246200,CCR5
HM246201,CCR5
HM246202,CCR5
HM246203,CCR5
HM246204,CCR5
HM246205,CCR5
HM246206,CCR5
HM246207,CCR5
HM246208,CCR5
HM246209,CCR5
HM246210,CCR5
HM246211,CCR5
HM246212,CCR5
HM246213,CCR5
HM246214,CCR5
HM246215,CCR5
HM246216,CCR5
HM246217,CCR5
HM246218,CCR5
HM246219,CCR5
HM246220,CCR5
HM246221,CCR5
HM246222,CCR5
HM246223,CCR5
HM246224,CCR5
HM246225,CCR5
HM246227,CCR5
HM246228,CCR5
HM246229,CCR5
HM246230,CCR5
HM246231,CCR5
HM246232,CCR5
HM246233,CCR5
HM246234,CCR5
HM246236,CCR5
HM246237,CCR5
HM246238,CCR5
HM246239,CCR5
HM246240,CCR5
HM246241,CCR5
HM368224,CCR5
HM368225,CCR5
HM368226,CCR5
HM368227,CCR5
HM368228,CCR5
HM368229,CCR5
HM368230,CCR5
HM368231,CCR5
HM368232,CCR5
HM368233,CCR5
HM368234,CCR5
HM368235,CCR5
HM368236,CCR5
HM368237,CCR5
HM368238,CCR5
HM368239,CCR5
HM368240,CCR5
HM368241,CCR5
HM368242,CCR5
HM368243,CCR5
HM368244,CCR5
HM368245,CCR5
HM368246,CCR5
HM368247,CCR5
HM368248,CCR5
HM368249,CCR5
HM368250,CCR5
HM368251,CCR5
HM368252,CCR5
HM368253,CCR5
HM368254,CCR5
HM368255,CCR5
HM368256,CCR5
HM368258,CCR5
HM991498,CCR5
HQ326124,CCR5
HQ326125,CCR5
HQ326126,CCR5
HQ326127,CCR5
HQ326128,CCR5
HQ326129,CCR5
HQ326130,CCR5
HQ326131,CCR5
HQ326132,CCR5
HQ326133,CCR5
HQ326134,CCR5
HQ326135,CCR5
HQ326136,CCR5
HQ326138,CCR5
HQ326139,CCR5
HQ326140,CCR5
HQ326141,CCR5
HQ326142,CCR5
HQ326143,CCR5
HQ326144,CCR5
HQ326145,CCR5
HQ377375,CCR5
HQ377376,CCR5
HQ377377,CCR5
HQ377378,CCR5
HQ377379,CCR5
HQ377380,CCR5
HQ377381,CCR5
HQ377382,CCR5
HQ377383,CCR5
HQ377384,CCR5
HQ377385,CCR5
HQ377386,CCR5
HQ377411,CCR5
HQ377412,CCR5
HQ377413,CCR5
HQ377414,CCR5
HQ377415,CCR5
HQ377416,CCR5
HQ377417,CCR5
HQ377418,CCR5
HQ377419,CCR5
HQ377420,CCR5
HQ377421,CCR5
HQ377422,CCR5
HQ377435,CCR5
HQ377436,CCR5
HQ377437,CCR5
HQ377438,CCR5
HQ377439,CCR5
HQ377440,CCR5
HQ377441,CCR5
HQ377442,CCR5
HQ377443,CCR5
HQ377444,CCR5
HQ377445,CCR5
HQ377446,CCR5
HQ377459,CCR5
HQ377460,CCR5
HQ377461,CCR5
HQ377462,CCR5
HQ377463,CCR5
HQ377464,CCR5
HQ377465,CCR5
HQ377466,CCR5
HQ377467,CCR5
HQ377468,CCR5
HQ377469,CCR5
HQ377470,CCR5
HQ377483,CCR5
HQ377484,CCR5
HQ377485,CCR5
HQ377486,CCR5
HQ377487,CCR5
HQ377488,CCR5
HQ377489,CCR5
HQ377490,CCR5
HQ377491,CCR5
HQ377492,CCR5
HQ377493,CCR5
HQ377494,CCR5
HQ644787,CCR5
HQ644788,CCR5
HQ644789,CCR5
HQ644790,CCR5
HQ644791,CCR5
HQ644792,CCR5
HQ644793,CCR5
HQ644794,CCR5
HQ644795,CCR5
HQ644796,CCR5
HQ644797,CCR5
HQ644798,CCR5
HQ644799,CCR5
HQ644800,CCR5
HQ644801,CCR5
HQ644802,CCR5
HQ644803,CCR5
HQ644804,CCR5
HQ644805,CCR5
HQ644806,CCR5
HQ644807,CCR5
HQ644808,CCR5
HQ644809,CCR5
HQ644810,CCR5
HQ644811,CCR5
HQ644812,CCR5
HQ644813,CCR5
HQ644814,CCR5
HQ644815,CCR5
HQ644816,CCR5
HQ644817,CCR5
HQ644818,CCR5
HQ644819,CCR5
HQ644820,CCR5
HQ644821,CCR5
HQ644822,CCR5
HQ644823,CCR5
HQ644824,CCR5
HQ644825,CCR5
HQ644826,CCR5
HQ644827,CCR5
HQ644828,CCR5
HQ644829,CCR5
HQ644830,CCR5
HQ644831,CCR5
HQ644832,CCR5
HQ644833,CCR5
HQ644834,CCR5
HQ644835,CCR5
HQ644836,CCR5
HQ644837,CCR5
HQ644838,CCR5
HQ644839,CCR5
HQ644840,CCR5
HQ644841,CCR5
HQ644842,CCR5
HQ644843,CCR5
HQ644844,CCR5
HQ644845,CCR5
HQ644846,CCR5
HQ644847,CCR5
HQ644848,CCR5
HQ644849,CCR5
HQ644850,CCR5
HQ644851,CCR5
HQ644852,CCR5
HQ644853,CCR5
HQ644854,CCR5
HQ644855,CCR5
HQ644856,CCR5
HQ644857,CCR5
HQ644858,CCR5
HQ644859,CCR5
HQ644860,CCR5
HQ644861,CCR5
HQ644862,CCR5
HQ644863,CCR5
HQ644864,CCR5
HQ644865,CCR5
HQ644866,CCR5
HQ644867,CCR5
HQ644868,CCR5
HQ644869,CCR5
HQ644870,CCR5
HQ644871,CCR5
HQ644872,CCR5
HQ644873,CCR5
HQ644874,CCR5
HQ644875,CCR5
HQ644876,CCR5
HQ644877,CCR5
HQ644878,CCR5
HQ644879,CCR5
HQ644880,CCR5
HQ644881,CCR5
HQ644882,CCR5
HQ644883,CCR5
HQ644884,CCR5
HQ644885,CCR5
HQ644886,CCR5
HQ644887,CCR5
HQ644888,CCR5
HQ644889,CCR5
HQ644890,CCR5
HQ644891,CCR5
HQ644892,CCR5
HQ644893,CCR5
HQ644894,CCR5
HQ644895,CCR5
HQ644896,CCR5
HQ644897,CCR5
HQ644898,CCR5
HQ644899,CCR5
HQ644900,CCR5
HQ644901,CCR5
HQ644902,CCR5
HQ644903,CCR5
HQ644904,CCR5
HQ644905,CCR5
HQ644906,CCR5
HQ644907,CCR5
HQ644908,CCR5
HQ644909,CCR5
HQ644910,CCR5
HQ644911,CCR5
HQ644912,CCR5
HQ644913,CCR5
HQ644914,CCR5
HQ644915,CCR5
HQ644916,CCR5
HQ644917,CCR5
HQ644918,CCR5
HQ644919,CCR5
HQ644920,CCR5
HQ644921,CCR5
HQ644922,CCR5
HQ644923,CCR5
HQ644924,CCR5
HQ644925,CCR5
HQ644926,CCR5
HQ644927,CCR5
HQ644928,CCR5
HQ644929,CCR5
HQ644930,CCR5
HQ644931,CCR5
HQ644932,CCR5
HQ644933,CCR5
HQ644934,CCR5
HQ644935,CCR5
HQ644936,CCR5
HQ644937,CCR5
HQ644938,CCR5
HQ644939,CCR5
HQ644940,CCR5
HQ644941,CCR5
HQ644942,CCR5
HQ644943,CCR5
HQ644944,CCR5
HQ644945,CCR5
HQ644946,CCR5
HQ644947,CCR5
HQ644948,CCR5
HQ644949,CCR5
HQ644950,CCR5
HQ644951,CCR5
HQ644952,CCR5
HQ644953,CCR5
HQ644954,CCR5
HQ644955,CCR5
HQ644956,CCR5
HQ644957,CCR5
HQ644958,CCR5
HQ644959,CCR5
HQ644960,CCR5
HQ644961,CCR5
HQ644962,CCR5
HQ644963,CCR5
HQ644964,CCR5
HQ644965,CCR5
HQ644966,CCR5
HQ644967,CCR5
HQ644968,CCR5
HQ644969,CCR5
HQ644970,CCR5
HQ644971,CCR5
HQ644972,CCR5
HQ644973,CCR5
HQ644974,CCR5
HQ644975,CCR5
HQ644976,CCR5
HQ644977,CCR5
HQ644978,CCR5
HQ644979,CCR5
HQ644980,CCR5
HQ644981,CCR5
HQ644982,CCR5
HQ644983,CCR5
HQ644984,CCR5
HQ644985,CCR5
HQ644986,CCR5
HQ644987,CCR5
HQ644988,CCR5
HQ644989,CCR5
HQ644990,CCR5
HQ644991,CCR5
HQ644992,CCR5
HQ644993,CCR5
HQ644994,CCR5
HQ644995,CCR5
HQ644996,CCR5
HQ644997,CCR5
HQ644998,CCR5
HQ644999,CCR5
HQ645000,CCR5
HQ645001,CCR5
HQ645002,CCR5
HQ645003,CCR5
HQ645004,CCR5
HQ645005,CCR5
HQ645006,CCR5
HQ645007,CCR5
HQ645008,CCR5
HQ645009,CCR5
HQ645010,CCR5
HQ645011,CCR5
HQ645012,CCR5
HQ678251,CCR5
HQ678253,CCR5
HQ678254,CCR5
HQ678257,CCR5
HQ678259,CCR5
HQ678260,CCR5
HQ678261,CCR5
HQ678262,CCR5
HQ678265,CCR5
HQ678266,CCR5
HQ678267,CXCR4
HQ678269,CCR5
HQ678271,CCR5
HQ678272,CCR5
HQ678273,CCR5
HQ678274,CCR5
HQ678275,CCR5
HQ678276,CCR5
HQ678277,CCR5
HQ678278,CCR5
HQ678282,CCR5
HQ678284,CCR5
HQ678286,CCR5
HQ678287,CCR5
HQ678289,CCR5
HQ678290,CCR5
HQ678292,CCR5
HQ678293,CCR5
HQ678294,CCR5
HQ699949,CXCR4
HQ699950,CCR5
HQ699955,CCR5
HQ699971,CCR5
HQ699972,CCR5
HQ699974,CXCR4
HQ699979,CCR5
HQ699980,CCR5
HQ699981,CCR5
HQ699982,CCR5
HQ699986,CXCR4
HQ708019,CCR5
HQ708020,CCR5
HQ708021,CCR5
HQ708022,CCR5
HQ708023,CCR5
HQ708024,CCR5
HQ708025,CCR5
HQ708026,CCR5
HQ708027,CCR5
HQ708028,CCR5
HQ708029,CCR5
HQ708030,CCR5
HQ708031,CCR5
HQ708032,CCR5
HQ708033,CCR5
HQ708047,CCR5
HQ708048,CCR5
HQ708049,CCR5
HQ708050,CCR5
HQ708051,CCR5
HQ708052,CCR5
HQ708053,CCR5
HQ708054,CCR5
HQ708055,CCR5
HQ708056,CCR5
HQ708057,CCR5
HQ708058,CCR5
HQ708059,CCR5
HQ708060,CCR5
HQ708061,CCR5
HQ708062,CCR5
HQ708063,CCR5
HQ708064,CCR5
HQ708065,CCR5
HQ708066,CCR5
HQ708067,CCR5
HQ708068,CCR5
HQ708069,CCR5
HQ708070,CCR5
HQ708071,CCR5
HQ708072,CCR5
HQ708073,CCR5
HQ708074,CCR5
HQ708075,CCR5
HQ708076,CCR5
HQ708077,CCR5
HQ708078,CCR5
HQ708079,CCR5
HQ708080,CCR5
HQ708081,CCR5
HQ708082,CCR5
HQ708083,CCR5
HQ708084,CCR5
HQ708085,CCR5
HQ708086,CCR5
HQ708087,CCR5
HQ708088,CCR5
HQ708089,CCR5
HQ708090,CCR5
HQ708091,CCR5
HQ708092,CCR5
HQ708093,CCR5
HQ708094,CCR5
HQ875343,CCR5
HQ875344,CCR5
HQ875345,CCR5
HQ875346,CCR5
HQ875347,CCR5
HQ906855,CCR5
HQ906856,CCR5
HQ906857,CCR5
HQ906858,CCR5
HQ906859,CCR5
HQ906860,CCR5
HQ906861,CCR5
HQ906862,CCR5
HQ906863,CCR5
HQ906864,CCR5
HQ906865,CCR5
HQ906866,CXCR4
HQ906867,CCR5
HQ906868,CXCR4
HQ906869,CCR5
HQ906870,CCR5
HQ906871,CCR5
HQ906872,CCR5
HQ906873,CCR5
HQ906874,CCR5
HQ906875,CCR5
HQ906876,CCR5
HQ906878,CCR5
JF507727,CCR5
JF507728,CCR5
JF507729,CCR5
JF507730,CCR5
JF507731,CCR5
JF507734,CCR5
JF507736,CCR5
JF507737,CCR5
JF507738,CCR5
JF507740,CCR5
JF507744,CCR5
JF507746,CCR5
JF507747,CCR5
JF507748,CCR5
JF507750,CCR5
JF507753,CCR5
JF507754,CCR5
JF507755,CCR5
JF507757,CCR5
JF507758,CCR5
JF507764,CCR5
JF507765,CCR5
JF507766,CCR5
JF507768,CCR5
JF507771,CCR5
JF507773,CCR5
JF507788,CCR5
JF507789,CCR5
JF507790,CCR5
JF507791,CCR5
JF507792,CCR5
JF507793,CCR5
JF507794,CCR5
JF507795,CCR5
JF507796,CCR5
JF507797,CCR5
JF507798,CCR5
JF507799,CCR5
JF507800,CCR5
JF507802,CCR5
JF507803,CCR5
JF507804,CCR5
JF507805,CCR5
JF507806,CCR5
JF507807,CCR5
JF507808,CCR5
JF507809,CCR5
JF507810,CCR5
JF507811,CCR5
JF507813,CCR5
JF507814,CCR5
JF507815,CCR5
JF507816,CCR5
JF507817,CCR5
JF507818,CCR5
JF507819,CCR5
JF507822,CCR5
JF507823,CCR5
JF507824,CCR5
JF507826,CCR5
JF507827,CCR5
JF507828,CCR5
JF507829,CCR5
JF507830,CCR5
JF507831,CCR5
JF507833,CCR5
JF507834,CCR5
JF507835,CCR5
JF507836,CCR5
JF507837,CCR5
JF507839,CCR5
JF507844,CCR5
JF507845,CCR5
JF507846,CCR5
JF507847,CCR5
JF507848,CCR5
JF507849,CCR5
JF507850,CCR5
JF507851,CCR5
JF507852,CCR5
JF507853,CCR5
JF507854,CCR5
JF507855,CCR5
JF507856,CCR5
JF507857,CCR5
JF507858,CCR5
JF507859,CCR5
JF507860,CCR5
JF507861,CCR5
JF507865,CCR5
JF507866,CCR5
JF507868,CCR5
JF507869,CCR5
JF507870,CCR5
JF507871,CCR5
JF507874,CCR5
JF507876,CCR5
JF507878,CCR5
JF507880,CCR5
JF507882,CCR5
JF507883,CCR5
JF507885,CCR5
JF507886,CCR5
JF507887,CCR5
JF507888,CCR5
JF507892,CCR5
JF507893,CCR5
JF507897,CCR5
JF507899,CCR5
JF507900,CCR5
JF507901,CCR5
JF507905,CCR5
JF507907,CCR5
JF507908,CCR5
JF507909,CCR5
JF507910,CCR5
JF507911,CCR5
JF507912,CCR5
JF507913,CCR5
JF507914,CCR5
JF507915,CCR5
JF507916,CCR5
JF507917,CCR5
JF507918,CCR5
JF507919,CCR5
JF507922,CCR5
JF507926,CCR5
JF507928,CCR5
JF507929,CCR5
JF507930,CCR5
JF507936,CCR5
JF507937,CCR5
JF507941,CCR5
JF507942,CCR5
JF507943,CCR5
JF507945,CCR5
JF507946,CCR5
JF507947,CCR5
JF507948,CCR5
JF507949,CCR5
JF507950,CCR5
JF507951,CCR5
JF507952,CCR5
JF507953,CCR5
JF507954,CCR5
JF507955,CCR5
JF507957,CCR5
JF507965,CCR5
JF507966,CCR5
JF507967,CCR5
JF507971,CCR5
JF507972,CCR5
JF507974,CCR5
JF507977,CCR5
JF507978,CCR5
JF507979,CCR5
JF507980,CCR5
JF507981,CCR5
JF507982,CCR5
JF507983,CCR5
JF507984,CCR5
JF507985,CCR5
JF507986,CCR5
JF507987,CCR5
JF507988,CCR5
JF507994,CCR5
JF507996,CCR5
JF507997,CCR5
JF507998,CCR5
JF508001,CCR5
JF508003,CCR5
JF508004,CCR5
JF508005,CCR5
JF508007,CCR5
JF508008,CCR5
JF508012,CCR5
JF508013,CCR5
JF508014,CCR5
JF508015,CCR5
JF508016,CCR5
JF508017,CCR5
JF508018,CCR5
JF508022,CCR5
JF508023,CCR5
JF508024,CCR5
JF508025,CCR5
JF508027,CCR5
JF508028,CCR5
JF508029,CCR5
JF508031,CCR5
JF508032,CCR5
JF508033,CCR5
JF508034,CCR5
JF508035,CCR5
JF508036,CCR5
JF508037,CCR5
JF508038,CCR5
JF508039,CCR5
JF508040,CCR5
JF508041,CCR5
JF508042,CCR5
JF508043,CCR5
JF508044,CCR5
JF508045,CCR5
JF508046,CCR5
JF508047,CCR5
JF508048,CCR5
JF508049,CCR5
JF508050,CCR5
JF508051,CCR5
JF508052,CCR5
JF508053,CCR5
JF508054,CCR5
JF508055,CCR5
JF508056,CCR5
JF508057,CCR5
JF508058,CCR5
JF508059,CCR5
JF508060,CCR5
JF508061,CCR5
JF508062,CCR5
JF508063,CCR5
JF508064,CCR5
JF508065,CCR5
JF508066,CCR5
JF508067,CCR5
JF508068,CCR5
JF508069,CCR5
JF508070,CCR5
JF508071,CCR5
JF508072,CCR5
JF508073,CCR5
JF508074,CCR5
JF508075,CCR5
JF508076,CCR5
JF508078,CCR5
JF508079,CCR5
JF508081,CCR5
JF508082,CCR5
JF508083,CCR5
JF508084,CCR5
JF508086,CCR5
JF508087,CCR5
JF508088,CCR5
JF508089,CCR5
JF508090,CCR5
JF508091,CCR5
JF508092,CCR5
JF508093,CCR5
JF508094,CCR5
JF508095,CCR5
JF508096,CCR5
JF508097,CCR5
JF508098,CCR5
JF508099,CCR5
JF508100,CCR5
JF508101,CCR5
JF508102,CCR5
JF508103,CCR5
JF508104,CCR5
JF508105,CCR5
JF508106,CCR5
JF508107,CCR5
JF508108,CCR5
JF508109,CCR5
JF508110,CCR5
JF508111,CCR5
JF508112,CCR5
JF508113,CCR5
JF508114,CCR5
JF508115,CCR5
JF508116,CCR5
JF508118,CCR5
JF508119,CCR5
JF508121,CCR5
JF508122,CCR5
JF508123,CCR5
JF508124,CCR5
JF508126,CCR5
JF508127,CCR5
JF508128,CCR5
JF508129,CCR5
JF508132,CCR5
JF719819,CCR5
JF804805,CXCR4
JF804806,CXCR4
JF804807,CXCR4
JF804810,CCR5
JF804812,CCR5
JF804813,CXCR4
JF804814,CCR5
JF896815,CCR5
JF896816,CCR5
JF896817,CCR5
JF896818,CCR5
JF896820,CCR5
JF896821,CCR5
JF896823,CCR5
JF896824,CCR5
JF896825,CCR5
JF896828,CCR5
JF896831,CCR5
JF896832,CCR5
JF896833,CCR5
JF896834,CCR5
JF896835,CCR5
JF896836,CCR5
JF896837,CCR5
JF896838,CCR5
JF896839,CCR5
JF896840,CCR5
JF896841,CCR5
JF896842,CCR5
JF896843,CCR5
JF896844,CCR5
JF896845,CCR5
JF896846,CCR5
JF896847,CCR5
JF896848,CCR5
JF896849,CCR5
JF896850,CCR5
JF896851,CCR5
JF896853,CCR5
JF896854,CCR5
JF896859,CCR5
JF896862,CCR5
JF896863,CCR5
JF896865,CCR5
JF896867,CCR5
JF896868,CCR5
JF896871,CCR5
JF896872,CCR5
JF896873,CCR5
JF896874,CCR5
JN001990,CXCR4
JN001991,CXCR4
JN001992,CXCR4
JN001993,CXCR4
JN001994,CXCR4
JN001995,CXCR4
JN001996,CCR5
JN001997,CCR5
JN001998,CCR5
JN001999,CCR5
JN002000,CCR5
JN002001,CCR5
JN002002,CCR5
JN002003,CCR5
JN002004,CCR5
JN002005,CCR5
JN002006,CCR5
JN002007,CCR5
JN002008,CCR5
JN002009,CCR5
JN002010,CCR5
JN002011,CCR5
JN002012,CCR5
JN002013,CCR5
JN002014,CCR5
JN002015,CCR5
JN002016,CCR5
JN002017,CCR5
JN002018,CCR5
JN002019,CCR5
JN002020,CCR5
JN002021,CCR5
JN002022,CCR5
JN002023,CCR5
JN002024,CCR5
JN002025,CCR5
JN002026,CCR5
JN002027,CCR5
JN002028,CCR5
JN002029,CCR5
JN002030,CCR5
JN002031,CCR5
JN002032,CCR5
JN002033,CCR5
JN002034,CCR5
JN002035,CCR5
JN002036,CCR5
JN002037,CCR5
JN002038,CCR5
JN002039,CCR5
JN002040,CCR5
JN002041,CCR5
JN002042,CCR5
JN002043,CCR5
JN002044,CCR5
JN002045,CCR5
JN002046,CCR5
JN002047,CCR5
JN002048,CCR5
JN002049,CCR5
JN002050,CCR5
JN002051,CCR5
JN002052,CCR5
JN002053,CCR5
JN002054,CCR5
JN002055,CCR5
JN002056,CCR5
JN002057,CCR5
JN002058,CCR5
JN002059,CCR5
JN002060,CCR5
JN002061,CCR5
JN188292,CCR5
JN687694,CCR5
JN687695,CCR5
JN687696,CCR5
JN687697,CCR5
JN687698,CCR5
JN687699,CCR5
JN687700,CCR5
JN687701,CCR5
JN687702,CCR5
JN687703,CCR5
JN687704,CCR5
JN687705,CCR5
JN687706,CCR5
JN687707,CCR5
JN687708,CCR5
JN687709,CCR5
JN687710,CCR5
JN687711,CCR5
JN687712,CCR5
JN687713,CCR5
JN687714,CCR5
JN687715,CCR5
JN687716,CCR5
JN687717,CCR5
JN687718,CCR5
JN687719,CCR5
JN687720,CCR5
JN687721,CCR5
JN687722,CCR5
JN687723,CCR5
JN687724,CCR5
JN687725,CCR5
JN687726,CCR5
JN687727,CCR5
JN687734,CCR5
JN687737,CCR5
JN687738,CCR5
JN687739,CCR5
JN687740,CCR5
JN687741,CCR5
JN687742,CCR5
JN687743,CCR5
JN687744,CCR5
JN687745,CCR5
JN687746,CCR5
JN687747,CCR5
JN687748,CCR5
JN687750,CCR5
JN687751,CCR5
JN687752,CCR5
JN687753,CCR5
JN687754,CCR5
JN687755,CCR5
JN687756,CCR5
JN687757,CCR5
JN687759,CCR5
JN687761,CCR5
JN687762,CCR5
JN687763,CCR5
JN687764,CCR5
JN687765,CCR5
JN687766,CCR5
JN687767,CCR5
JN687768,CCR5
JN687769,CCR5
JN687770,CCR5
JN687771,CCR5
JN687772,CCR5
JN687773,CCR5
JN687774,CCR5
JN687775,CCR5
JN687776,CCR5
JN687778,CCR5
JN687779,CCR5
JN687780,CCR5
JN687781,CCR5
JN687782,CCR5
JN687783,CCR5
JN687784,CCR5
JN687785,CCR5
JN687786,CCR5
JN687787,CCR5
JN687788,CCR5
JN687789,CCR5
JN687790,CCR5
JN687791,CCR5
JN687792,CCR5
JN687793,CCR5
JN687794,CCR5
JN687795,CCR5
JN687796,CCR5
JN687797,CCR5
JN687798,CCR5
JN687799,CCR5
JN687800,CCR5
JN687801,CCR5
JN687802,CCR5
JN687803,CCR5
JN687804,CCR5
JN687805,CCR5
JN687806,CCR5
JN687807,CCR5
JN687808,CCR5
JN687809,CCR5
JN687810,CCR5
JN687811,CCR5
JN687812,CCR5
JN687813,CCR5
JN687814,CCR5
JN687815,CCR5
JN687816,CCR5
JN687817,CCR5
JN687818,CCR5
JN687819,CCR5
JN687820,CCR5
JN687822,CCR5
JN687823,CCR5
JN687824,CCR5
JN687825,CCR5
